game_id,period,minutes_remaining,seconds_remaining,shot_clock,player_id,player_name,position,team,opponent,home,score_margin,loc_x,loc_y,shot_distance,shot_zone,is_three,dribbles,touch_time,catch_and_shoot,defender_distance,true_prob,shot_made
22600173,4,10,59,22.7,50,Josh Hart,PF,ORL,DEN,1,-14,-18.1,16.3,24.4,Above The Break 3,1,1,5.2,0,0.9,0.3168,0
22600187,4,2,1,22.8,35,Jaren Jackson,C,SAS,CLE,0,4,17.7,18.5,25.6,Above The Break 3,1,0,3.3,0,3.1,0.2785,0
22600254,2,8,40,8.1,34,Anfernee Simons,SF,IND,GSW,0,-5,22.1,8.4,23.6,Left Corner 3,1,2,3.6,0,2.2,0.3352,1
22600314,3,6,31,20.6,11,Ja Morant,SF,PHX,WAS,0,-5,23.2,4.6,23.7,Right Corner 3,1,3,2.2,0,5.0,0.3529,0
22600339,3,3,30,15.1,22,De'Aaron Fox,SG,LAL,PHX,1,0,16.2,12.1,20.2,Long Mid-Range,0,1,1.2,1,2.4,0.4155,0
22600008,1,3,54,8.5,55,Victor Wembanyama,SF,MIA,WAS,0,3,-0.5,1.6,1.7,Restricted Area,0,2,1.6,0,3.8,0.6122,0
22600266,1,2,54,5.4,54,Chet Holmgren,SF,LAL,DET,0,19,-0.2,2.0,2.1,Restricted Area,0,2,2.5,0,7.3,0.6706,1
22600044,1,11,39,16.7,13,Zion Williamson,PF,LAL,MEM,1,-4,-8.5,7.5,11.3,Mid-Range,0,2,2.9,0,3.7,0.3331,0
22600116,2,1,20,5.9,49,Bradley Beal,PF,MEM,BOS,1,-14,12.7,28.9,31.5,Deep 3 / Heave,1,4,6.3,0,4.7,0.0956,0
22600332,1,10,4,23.8,44,Fred VanVleet,SG,ATL,LAL,0,-7,6.6,2.4,7.0,In The Paint (Non-RA),0,3,2.1,0,6.3,0.5071,0
22600101,4,8,33,8.6,37,Zach LaVine,C,DEN,HOU,1,-12,3.1,0.8,3.2,Restricted Area,0,1,5.5,0,1.4,0.5224,0
22600319,1,3,36,21.5,30,Franz Wagner,SF,POR,MIA,0,17,3.5,26.9,27.2,Above The Break 3,1,1,3.5,0,7.0,0.3754,0
22600186,4,10,24,13.2,34,Anfernee Simons,SF,IND,UTA,1,6,21.1,6.8,22.2,Left Corner 3,1,0,0.5,1,7.2,0.4574,1
22600094,1,7,19,9.1,57,Amen Thompson,SF,BOS,MEM,1,3,-15.3,14.1,20.8,Long Mid-Range,0,3,5.9,0,4.7,0.3717,1
22600134,2,4,33,23.8,22,De'Aaron Fox,SG,LAL,BKN,0,-2,-23.9,14.6,28.0,Above The Break 3,1,1,1.5,1,8.9,0.5365,0
22600213,2,7,41,20.6,50,Josh Hart,PF,ORL,CHI,1,-3,-20.9,16.3,26.5,Above The Break 3,1,0,0.1,1,1.7,0.3936,1
22600307,2,11,49,24.0,35,Jaren Jackson,C,SAS,MIL,0,9,25.7,14.6,29.5,Above The Break 3,1,1,3.2,0,4.9,0.2978,1
22600243,4,0,33,14.1,4,Nikola Jokic,SF,WAS,DET,0,4,-21.2,7.6,22.6,Left Corner 3,1,1,2.4,1,9.8,0.5288,1
22600374,1,11,21,19.0,58,Ausar Barlow,PG,CHI,LAC,0,-6,-1.6,1.8,2.4,Restricted Area,0,1,6.4,0,7.0,0.6268,1
22600348,2,5,55,8.4,11,Ja Morant,SF,PHX,SAS,1,0,-0.1,3.8,3.8,Restricted Area,0,4,6.9,0,6.4,0.7196,0
22600302,2,7,47,5.1,43,Kyrie Irving,PF,POR,BOS,0,-2,5.1,26.3,26.8,Above The Break 3,1,3,2.4,0,2.6,0.1925,0
22600242,4,11,31,13.4,39,Mikal Bridges,SG,NYK,DAL,1,3,3.7,7.0,7.9,In The Paint (Non-RA),0,1,2.5,1,7.1,0.4049,0
22600116,3,0,2,16.0,48,Derrick White,C,NYK,POR,0,-1,-26.0,11.8,28.6,Above The Break 3,1,2,3.3,0,5.4,0.2987,0
22600166,2,4,31,13.9,59,Scoot Henderson,PF,DEN,MIN,1,-5,-4.4,12.6,13.4,Mid-Range,0,1,4.4,0,5.2,0.4281,1
22600048,2,6,1,13.8,33,Desmond Bane,PG,SAC,ATL,1,-14,5.9,10.1,11.7,Mid-Range,0,0,5.7,0,8.0,0.4952,0
22600150,2,0,56,10.8,18,Paul George,PG,DAL,DEN,1,-13,20.7,9.4,22.7,Right Corner 3,1,5,3.6,0,2.5,0.2957,0
22600371,3,3,23,15.8,11,Ja Morant,SF,PHX,POR,1,-10,-22.6,12.7,25.9,Above The Break 3,1,1,4.7,0,8.2,0.4009,1
22600171,4,9,48,9.1,5,Giannis Antetokounmpo,SF,LAC,MIL,1,21,-14.4,6.0,15.6,Mid-Range,0,0,0.2,1,4.0,0.4698,1
22600046,4,9,45,24.0,8,Devin Booker,PF,IND,SAC,1,9,-3.1,26.2,26.4,Above The Break 3,1,3,4.6,0,9.2,0.4326,1
22600261,1,10,45,10.1,24,Jalen Brunson,C,POR,DAL,0,9,-3.4,2.6,4.3,In The Paint (Non-RA),0,0,0.9,1,5.2,0.4155,0
22600386,3,0,27,20.0,43,Kyrie Irving,PF,POR,OKC,1,1,0.8,0.4,0.9,Restricted Area,0,2,1.7,0,5.9,0.6241,1
22600347,1,11,37,19.4,51,Aaron Christie,PF,DET,PHI,1,-7,35.5,7.3,36.2,Deep 3 / Heave,1,0,2.6,0,4.4,0.1824,1
22600110,1,11,0,9.4,47,Jrue Holiday,SF,PHX,ORL,0,10,22.1,5.0,22.7,Right Corner 3,1,0,3.1,0,1.9,0.3507,1
22600182,4,2,24,24.0,1,James Harden,PG,TOR,DET,0,3,15.8,5.6,16.8,Long Mid-Range,0,0,3.1,0,4.6,0.3843,0
22600213,1,7,13,9.2,48,Derrick White,C,NYK,CLE,0,-24,23.2,11.3,25.8,Above The Break 3,1,1,1.0,1,4.7,0.3741,0
22600100,2,9,30,14.4,35,Jaren Jackson,C,SAS,UTA,0,13,-1.5,3.8,4.1,In The Paint (Non-RA),0,1,3.2,0,0.2,0.3624,1
22600108,4,7,31,5.7,10,Shai Gilgeous-Alexander,PG,MEM,CHI,1,-6,16.2,9.5,18.8,Long Mid-Range,0,2,2.0,0,2.2,0.3109,0
22600095,2,3,6,17.9,56,Paolo Banchero,PG,MIN,HOU,0,-5,-3.5,27.3,27.5,Above The Break 3,1,3,4.5,0,5.5,0.2526,0
22600398,2,8,31,18.9,43,Kyrie Irving,PF,POR,WAS,1,3,2.6,29.2,29.3,Above The Break 3,1,1,1.6,1,4.6,0.3705,1
22600299,4,4,58,11.8,39,Mikal Bridges,SG,NYK,LAC,1,2,6.2,2.6,6.7,In The Paint (Non-RA),0,5,5.3,0,7.2,0.4254,1
22600337,4,11,58,21.3,31,Cade Cunningham,SF,LAL,DET,0,-1,4.9,1.4,5.1,In The Paint (Non-RA),0,2,1.9,0,6.3,0.4736,1
22600327,2,10,41,24.0,22,De'Aaron Fox,SG,LAL,POR,0,0,-2.4,0.9,2.5,Restricted Area,0,2,4.1,0,7.6,0.6667,1
22600384,1,0,23,18.0,54,Chet Holmgren,SF,LAL,ORL,1,2,0.1,0.3,0.3,Restricted Area,0,1,5.8,0,5.0,0.6799,1
22600043,2,10,1,9.1,52,Dejounte Murray,PG,PHX,LAC,1,-7,0.1,18.8,18.8,Long Mid-Range,0,3,7.7,0,1.6,0.3006,0
22600353,3,8,43,20.9,26,Karl Towns,PF,ORL,PHX,1,-1,-9.7,11.0,14.6,Mid-Range,0,1,6.7,0,5.7,0.3976,0
22600027,4,2,36,7.3,52,Dejounte Murray,PG,PHX,CLE,1,-1,-25.3,8.8,26.8,Above The Break 3,1,0,2.7,0,4.6,0.3083,0
22600191,3,9,34,9.4,19,Donovan Mitchell,C,MIL,UTA,1,6,4.0,9.5,10.4,Mid-Range,0,2,1.2,0,3.9,0.3869,0
22600238,4,0,34,10.9,46,Pascal Siakam,C,PHX,PHI,1,-13,-9.9,1.8,10.0,Mid-Range,0,2,10.5,0,1.0,0.3835,0
22600144,3,8,29,19.7,36,LaMelo Ball,PG,DET,GSW,1,0,-9.8,27.8,29.4,Above The Break 3,1,2,2.6,0,6.0,0.3245,0
22600059,1,8,14,18.1,32,Evan Mobley,SG,POR,DEN,1,-30,15.7,4.1,16.2,Long Mid-Range,0,1,4.0,0,2.3,0.3756,0
22600077,3,4,20,17.7,44,Fred VanVleet,SG,ATL,PHX,1,0,13.4,22.3,26.0,Above The Break 3,1,2,4.5,0,1.4,0.3216,0
22600330,4,3,11,17.3,16,Jimmy Butler,PF,MEM,NYK,1,-12,-1.3,1.6,2.1,Restricted Area,0,3,3.8,0,5.2,0.6796,1
22600128,2,7,8,19.2,47,Jrue Holiday,SF,PHX,DET,0,7,22.1,8.1,23.5,Right Corner 3,1,2,9.5,0,0.2,0.3074,0
22600125,2,4,36,18.2,20,Tyrese Haliburton,SF,OKC,BKN,1,-10,1.9,2.5,3.2,Restricted Area,0,3,5.8,0,5.1,0.6633,0
22600370,3,8,47,16.9,44,Fred VanVleet,SG,ATL,PHX,0,15,4.8,4.1,6.3,In The Paint (Non-RA),0,2,11.9,0,0.2,0.4119,1
22600058,2,9,0,11.8,34,Anfernee Simons,SF,IND,LAL,0,-4,2.8,5.8,6.5,In The Paint (Non-RA),0,4,5.8,0,6.9,0.4404,0
22600367,4,1,24,18.0,38,Kristaps Porzingis,C,OKC,LAC,0,1,3.6,6.5,7.5,In The Paint (Non-RA),0,1,4.0,0,4.3,0.3568,1
22600369,1,3,21,8.9,2,Luka Doncic,PF,PHI,IND,1,-13,3.5,0.7,3.5,Restricted Area,0,3,3.5,0,0.2,0.648,0
22600240,2,1,44,15.6,21,Bam Adebayo,SF,UTA,NYK,1,-3,22.4,4.1,22.8,Left Corner 3,1,2,1.7,0,3.3,0.4312,1
22600067,3,1,57,0.0,56,Paolo Banchero,PG,MIN,PHI,1,8,-2.2,2.6,3.4,Restricted Area,0,3,1.9,0,5.8,0.5286,1
22600063,3,6,14,19.4,22,De'Aaron Fox,SG,LAL,NYK,1,4,-20.2,4.8,20.8,Long Mid-Range,0,0,0.1,1,3.9,0.4448,0
22600114,2,9,23,17.1,11,Ja Morant,SF,PHX,DEN,0,5,4.0,27.2,27.4,Above The Break 3,1,3,2.7,0,1.6,0.2753,0
22600231,1,3,43,4.6,5,Giannis Antetokounmpo,SF,LAC,CHI,1,-4,-22.9,16.2,28.1,Above The Break 3,1,0,0.9,1,5.9,0.4342,0
22600062,4,8,4,14.2,13,Zion Williamson,PF,LAL,DET,0,0,3.5,0.7,3.6,Restricted Area,0,3,7.5,0,2.6,0.5584,0
22600183,2,1,11,13.0,43,Kyrie Irving,PF,POR,MIA,0,-10,-0.9,7.6,7.7,In The Paint (Non-RA),0,2,3.2,0,2.6,0.4018,0
22600047,4,7,52,15.4,49,Bradley Beal,PF,MEM,LAL,1,-3,-25.1,22.4,33.7,Deep 3 / Heave,1,1,1.1,1,6.3,0.2146,1
22600217,2,9,36,14.9,44,Fred VanVleet,SG,ATL,MIN,0,5,-9.6,13.9,16.9,Long Mid-Range,0,1,5.4,0,1.6,0.4049,1
22600009,1,4,47,16.5,44,Fred VanVleet,SG,ATL,NOP,1,13,2.1,1.3,2.5,Restricted Area,0,0,0.7,1,4.2,0.6912,1
22600284,1,11,43,12.7,44,Fred VanVleet,SG,ATL,SAS,1,-1,7.8,5.6,9.6,Mid-Range,0,3,5.4,0,1.4,0.4023,0
22600023,2,4,14,12.5,2,Luka Doncic,PF,PHI,GSW,1,5,-8.1,10.7,13.4,Mid-Range,0,3,3.8,0,0.7,0.385,1
22600078,3,8,45,0.0,19,Donovan Mitchell,C,MIL,NOP,1,1,2.4,3.0,3.8,Restricted Area,0,2,5.8,0,6.5,0.5912,1
22600070,5,9,23,5.4,25,Brandon Ingram,PF,NOP,CHI,0,-16,4.2,19.5,20.0,Long Mid-Range,0,4,5.4,0,0.2,0.2499,0
22600333,1,0,30,10.9,58,Ausar Barlow,PG,CHI,MEM,1,14,-21.9,7.8,23.3,Left Corner 3,1,0,2.3,1,3.4,0.4074,1
22600022,2,0,6,18.9,30,Franz Wagner,SF,POR,BKN,0,13,9.0,6.5,11.1,Mid-Range,0,1,2.4,1,6.5,0.5039,0
22600172,2,9,52,8.5,27,Rudy Gobert,SF,BKN,GSW,0,-9,21.5,8.4,23.1,Right Corner 3,1,4,4.5,0,3.3,0.2661,0
22600237,3,5,13,23.5,15,Joel Embiid,PF,OKC,CHA,1,-32,11.6,22.9,25.7,Above The Break 3,1,1,6.3,0,2.3,0.3366,0
22600207,2,3,31,10.3,56,Paolo Banchero,PG,MIN,SAC,1,3,-22.3,14.2,26.5,Above The Break 3,1,4,3.5,0,2.5,0.2077,0
22600273,4,10,37,12.8,13,Zion Williamson,PF,LAL,UTA,0,-8,4.7,17.9,18.5,Long Mid-Range,0,0,2.1,1,6.9,0.4268,0
22600322,1,3,32,12.7,49,Bradley Beal,PF,MEM,DAL,1,-13,-1.5,9.5,9.6,Mid-Range,0,1,7.1,0,7.0,0.4106,1
22600158,3,5,46,19.4,10,Shai Gilgeous-Alexander,PG,MEM,WAS,0,8,4.6,6.5,8.0,In The Paint (Non-RA),0,2,1.5,0,9.1,0.4526,1
22600332,1,2,47,14.3,27,Rudy Gobert,SF,BKN,DEN,0,-11,26.1,22.7,34.6,Deep 3 / Heave,1,2,8.8,0,3.2,0.0561,1
22600128,2,3,21,15.7,52,Dejounte Murray,PG,PHX,ORL,0,-5,19.5,6.4,20.6,Long Mid-Range,0,1,3.1,0,3.1,0.31,1
22600394,1,7,19,9.9,43,Kyrie Irving,PF,POR,LAL,1,6,1.6,6.7,6.9,In The Paint (Non-RA),0,1,4.0,0,6.1,0.4275,0
22600202,3,5,35,0.0,11,Ja Morant,SF,PHX,SAS,1,5,-9.5,12.1,15.4,Mid-Range,0,2,10.2,0,4.2,0.3395,0
22600295,3,6,21,10.8,31,Cade Cunningham,SF,LAL,PHI,1,7,-21.5,8.9,23.3,Right Corner 3,1,2,3.7,0,9.7,0.491,0
22600351,4,3,3,24.0,31,Cade Cunningham,SF,LAL,PHX,1,-13,11.7,4.3,12.5,Mid-Range,0,0,6.7,0,1.6,0.4033,0
22600318,1,3,15,11.7,22,De'Aaron Fox,SG,LAL,PHI,1,0,-6.4,6.9,9.4,Mid-Range,0,0,0.7,1,3.6,0.4287,0
22600341,3,3,43,18.8,36,LaMelo Ball,PG,DET,DEN,0,15,7.1,23.2,24.2,Above The Break 3,1,1,2.5,1,4.4,0.4354,1
22600215,2,11,24,19.6,26,Karl Towns,PF,ORL,PHX,0,0,7.4,3.5,8.2,Mid-Range,0,2,4.5,0,3.3,0.3841,0
22600018,4,11,18,19.9,54,Chet Holmgren,SF,LAL,TOR,1,6,2.5,3.2,4.0,Restricted Area,0,3,4.9,0,4.1,0.6851,1
22600198,1,10,37,24.0,41,Draymond Green,PG,POR,NYK,1,-7,-21.6,9.0,23.4,Right Corner 3,1,1,5.5,0,7.4,0.4009,1
22600073,3,5,56,24.0,7,Kevin Durant,PG,TOR,BKN,0,-10,-0.9,9.9,9.9,Mid-Range,0,1,0.7,1,2.9,0.4917,0
22600356,2,8,22,13.0,2,Luka Doncic,PF,PHI,DEN,0,3,3.9,1.8,4.4,In The Paint (Non-RA),0,1,2.4,1,3.0,0.4485,1
22600095,1,5,19,8.7,21,Bam Adebayo,SF,UTA,DET,1,21,-1.4,0.6,1.5,Restricted Area,0,1,7.0,0,1.5,0.6363,1
22600092,1,2,26,20.2,26,Karl Towns,PF,ORL,POR,1,5,-2.1,0.8,2.2,Restricted Area,0,1,1.3,1,3.2,0.61,0
22600100,1,10,18,12.3,60,Brandin Duren,PF,CHA,DET,1,-11,14.5,30.7,34.0,Deep 3 / Heave,1,2,2.1,0,3.9,0.1422,0
22600258,4,9,21,23.4,52,Dejounte Murray,PG,PHX,WAS,0,8,-6.0,18.2,19.2,Long Mid-Range,0,0,2.3,1,5.5,0.3877,0
22600229,1,10,11,4.6,50,Josh Hart,PF,ORL,IND,0,-12,-2.4,1.3,2.8,Restricted Area,0,3,5.2,0,4.2,0.6064,1
22600380,1,8,24,15.8,9,Anthony Edwards,SG,BKN,WAS,0,-17,-11.8,33.9,35.9,Deep 3 / Heave,1,5,6.3,0,8.2,0.1573,1
22600167,4,11,15,17.0,58,Ausar Barlow,PG,CHI,ORL,1,-7,0.4,0.2,0.4,Restricted Area,0,1,1.4,1,6.7,0.6569,1
22600113,1,6,18,19.3,20,Tyrese Haliburton,SF,OKC,PHX,0,0,-0.9,0.4,1.0,Restricted Area,0,1,0.6,1,4.0,0.6585,1
22600020,1,8,1,17.8,45,OG Anunoby,PG,PHX,LAL,1,-5,-6.0,8.9,10.7,Mid-Range,0,2,2.0,0,7.4,0.4516,0
22600003,4,4,7,23.0,17,Kawhi Leonard,SF,GSW,IND,1,10,14.6,7.0,16.2,Long Mid-Range,0,0,3.6,0,0.7,0.384,0
22600150,3,8,53,15.5,4,Nikola Jokic,SF,WAS,POR,0,0,3.8,8.1,9.0,Mid-Range,0,3,8.7,0,6.0,0.3801,0
22600371,4,3,42,13.3,60,Brandin Duren,PF,CHA,DAL,0,-1,-5.3,1.0,5.4,In The Paint (Non-RA),0,2,4.3,0,3.6,0.4159,1
22600210,1,4,41,20.1,16,Jimmy Butler,PF,MEM,PHI,0,4,0.9,3.7,3.8,Restricted Area,0,3,2.0,0,5.6,0.6844,1
22600358,1,10,39,13.1,1,James Harden,PG,TOR,MIN,0,0,3.4,2.1,4.0,In The Paint (Non-RA),0,3,3.7,0,3.4,0.4022,1
22600041,4,4,17,3.8,58,Ausar Barlow,PG,CHI,WAS,1,1,-14.6,24.2,28.2,Above The Break 3,1,5,10.1,0,1.7,0.1306,1
22600038,3,9,56,12.3,32,Evan Mobley,SG,POR,BOS,1,7,16.2,20.5,26.1,Above The Break 3,1,1,1.6,1,3.8,0.4341,0
22600334,1,6,26,20.9,42,Klay Thompson,PF,CLE,GSW,1,11,-0.9,0.4,1.0,Restricted Area,0,2,4.0,0,0.2,0.5278,0
22600043,3,5,44,20.9,30,Franz Wagner,SF,POR,DET,0,-16,12.1,21.5,24.7,Above The Break 3,1,0,1.5,1,7.9,0.4623,0
22600021,2,1,51,16.3,46,Pascal Siakam,C,PHX,MIN,1,-11,-4.5,2.5,5.1,In The Paint (Non-RA),0,2,1.6,0,4.7,0.4487,0
22600162,1,1,32,0.0,8,Devin Booker,PF,IND,CHI,1,-1,-20.8,9.4,22.9,Right Corner 3,1,3,3.7,0,1.7,0.2729,0
22600370,1,11,16,11.4,16,Jimmy Butler,PF,MEM,ATL,1,-9,-21.8,8.6,23.4,Left Corner 3,1,2,2.0,0,7.0,0.4203,0
22600276,2,7,37,3.9,52,Dejounte Murray,PG,PHX,POR,0,-11,18.8,17.3,25.6,Above The Break 3,1,2,1.3,0,4.6,0.1869,0
22600040,1,8,29,12.5,57,Amen Thompson,SF,BOS,LAC,0,11,-6.7,11.2,13.0,Mid-Range,0,1,0.9,1,6.9,0.4959,1
22600335,4,11,34,9.6,28,Julius Randle,C,GSW,PHI,0,4,5.7,23.7,24.4,Above The Break 3,1,1,0.9,1,5.8,0.4078,0
22600338,1,9,41,11.5,34,Anfernee Simons,SF,IND,PHI,0,0,-10.9,10.8,15.3,Mid-Range,0,1,1.2,1,5.9,0.4994,1
22600321,4,0,31,15.5,1,James Harden,PG,TOR,CHI,0,-23,16.6,3.3,16.9,Long Mid-Range,0,1,0.7,1,7.0,0.4673,0
22600362,1,9,26,13.4,17,Kawhi Leonard,SF,GSW,LAC,0,4,17.3,5.2,18.1,Long Mid-Range,0,1,13.4,0,3.7,0.3938,0
22600096,1,10,28,13.5,20,Tyrese Haliburton,SF,OKC,BOS,1,8,-21.8,7.5,23.0,Right Corner 3,1,1,2.0,1,0.4,0.4626,0
22600392,1,4,43,10.0,7,Kevin Durant,PG,TOR,SAS,1,-6,21.4,5.2,22.1,Left Corner 3,1,1,1.2,1,3.0,0.4971,0
22600129,1,11,8,16.7,7,Kevin Durant,PG,TOR,PHI,0,-8,-0.0,0.4,0.4,Restricted Area,0,1,5.0,0,2.3,0.6467,0
22600321,4,7,46,3.3,33,Desmond Bane,PG,SAC,ORL,1,-5,1.8,2.2,2.9,Restricted Area,0,2,3.3,0,5.9,0.6069,1
22600232,3,9,19,14.9,3,Jayson Tatum,PF,HOU,BOS,0,-17,10.3,6.8,12.3,Mid-Range,0,4,2.8,0,2.7,0.2871,0
22600312,2,8,30,15.5,28,Julius Randle,C,GSW,BOS,0,2,3.2,3.7,4.9,In The Paint (Non-RA),0,1,1.5,1,2.6,0.4444,0
22600252,3,9,42,19.5,12,Trae Young,C,CLE,SAS,0,-8,13.1,21.7,25.3,Above The Break 3,1,4,9.8,0,4.3,0.2608,0
22600257,4,10,33,17.0,25,Brandon Ingram,PF,NOP,CLE,1,11,22.7,6.6,23.7,Left Corner 3,1,3,2.8,0,5.8,0.311,0
22600247,1,5,41,17.6,20,Tyrese Haliburton,SF,OKC,LAC,0,0,3.7,29.3,29.5,Above The Break 3,1,3,6.4,0,3.5,0.3346,0
22600312,1,11,58,18.4,23,Domantas Sabonis,PG,CHI,NOP,0,-10,27.6,20.0,34.0,Deep 3 / Heave,1,0,1.1,1,0.2,0.1974,0
22600296,1,7,19,16.8,59,Scoot Henderson,PF,DEN,IND,0,15,17.2,20.4,26.7,Above The Break 3,1,4,2.6,0,3.0,0.3518,0
22600054,3,5,57,12.8,17,Kawhi Leonard,SF,GSW,DAL,1,10,-0.6,0.3,0.7,Restricted Area,0,2,3.4,0,1.5,0.5891,0
22600331,4,6,10,13.2,38,Kristaps Porzingis,C,OKC,WAS,1,-1,-9.4,5.8,11.1,Mid-Range,0,2,7.8,0,6.2,0.3586,1
22600215,2,4,5,7.0,42,Klay Thompson,PF,CLE,NYK,1,-26,11.1,2.3,11.3,Mid-Range,0,3,6.5,0,6.1,0.3799,0
22600130,4,9,44,6.5,9,Anthony Edwards,SG,BKN,ATL,0,25,1.6,0.6,1.7,Restricted Area,0,1,1.9,1,5.6,0.6176,1
22600206,3,3,43,19.0,29,Scottie Barnes,SF,PHX,CHA,1,-3,1.3,3.1,3.4,Restricted Area,0,1,1.5,1,4.5,0.666,1
22600387,4,2,4,12.2,22,De'Aaron Fox,SG,LAL,CHI,0,10,-3.3,3.2,4.6,In The Paint (Non-RA),0,3,6.0,0,4.3,0.4252,0
22600344,4,8,19,20.9,25,Brandon Ingram,PF,NOP,ORL,1,-12,0.7,3.9,4.0,Restricted Area,0,1,6.4,0,2.5,0.6051,1
22600334,2,0,25,5.1,18,Paul George,PG,DAL,BKN,0,0,9.6,19.5,21.8,Long Mid-Range,0,3,1.9,0,4.7,0.3804,0
22600186,2,1,35,7.2,1,James Harden,PG,TOR,MIA,1,12,-2.9,4.2,5.1,In The Paint (Non-RA),0,3,2.4,0,2.9,0.3793,0
22600314,3,9,49,16.6,44,Fred VanVleet,SG,ATL,SAS,0,-4,4.9,23.8,24.3,Above The Break 3,1,2,1.7,0,3.9,0.3573,0
22600155,1,9,26,22.2,13,Zion Williamson,PF,LAL,IND,1,-11,-0.0,0.4,0.4,Restricted Area,0,0,0.8,1,2.0,0.5845,1
22600275,1,7,3,12.6,50,Josh Hart,PF,ORL,TOR,1,-1,1.8,14.2,14.3,Mid-Range,0,6,8.4,0,2.4,0.3206,0
22600256,4,9,38,8.9,23,Domantas Sabonis,PG,CHI,ORL,0,0,15.1,3.6,15.5,Mid-Range,0,1,0.9,1,4.9,0.4945,0
22600100,4,3,12,15.6,19,Donovan Mitchell,C,MIL,DEN,1,5,2.4,2.1,3.2,Restricted Area,0,1,7.5,0,3.8,0.6267,0
22600107,2,3,6,24.0,6,Steph Curry,C,GSW,NOP,1,10,4.1,24.4,24.7,Above The Break 3,1,1,1.1,1,7.4,0.5317,0
22600025,3,6,16,11.4,35,Jaren Jackson,C,SAS,TOR,0,-1,23.3,5.1,23.8,Right Corner 3,1,3,5.1,0,2.9,0.2668,0
22600056,3,9,25,12.6,40,Jaylen Brown,PF,CHI,CLE,0,8,22.4,5.3,23.0,Left Corner 3,1,1,3.3,0,6.5,0.4213,1
22600174,3,8,49,23.9,22,De'Aaron Fox,SG,LAL,DET,1,-9,-0.8,0.5,0.9,Restricted Area,0,1,1.2,1,6.2,0.6834,0
22600192,1,6,57,18.4,6,Steph Curry,C,GSW,UTA,0,-3,1.4,2.4,2.7,Restricted Area,0,2,3.6,0,3.1,0.6701,0
22600067,3,11,59,12.8,28,Julius Randle,C,GSW,DAL,1,3,-21.4,9.8,23.6,Left Corner 3,1,3,2.8,0,1.6,0.3317,0
22600167,3,6,38,11.7,13,Zion Williamson,PF,LAL,MIN,0,6,20.6,9.0,22.5,Right Corner 3,1,2,2.8,0,3.0,0.2718,0
22600242,2,4,43,14.1,59,Scoot Henderson,PF,DEN,SAC,0,1,21.6,5.1,22.2,Right Corner 3,1,5,4.8,0,7.5,0.4125,0
22600094,2,3,15,15.5,25,Brandon Ingram,PF,NOP,NYK,0,8,0.3,0.2,0.3,Restricted Area,0,2,4.9,0,4.1,0.6196,0
22600136,4,5,26,22.7,9,Anthony Edwards,SG,BKN,CLE,1,-1,-12.5,8.8,15.3,Mid-Range,0,2,5.0,0,4.8,0.3611,0
22600148,1,4,54,13.3,5,Giannis Antetokounmpo,SF,LAC,DET,0,-8,-3.0,2.3,3.7,Restricted Area,0,3,2.8,0,6.5,0.6694,1
22600203,2,4,39,16.4,2,Luka Doncic,PF,PHI,CHI,1,13,6.5,7.1,9.6,Mid-Range,0,2,3.6,0,4.5,0.4232,0
22600147,3,5,24,6.6,46,Pascal Siakam,C,PHX,OKC,0,-20,10.9,23.8,26.2,Above The Break 3,1,1,6.0,0,1.3,0.294,0
22600295,3,9,17,9.7,16,Jimmy Butler,PF,MEM,CHA,1,0,-3.1,4.7,5.6,In The Paint (Non-RA),0,1,1.4,1,4.4,0.4277,1
22600131,2,11,54,12.2,43,Kyrie Irving,PF,POR,MIL,0,8,3.8,3.0,4.8,In The Paint (Non-RA),0,3,2.0,0,8.2,0.444,0
22600174,1,4,15,5.7,18,Paul George,PG,DAL,MIA,1,-9,-10.9,8.2,13.6,Mid-Range,0,1,0.8,1,1.4,0.4191,1
22600152,3,5,59,13.0,40,Jaylen Brown,PF,CHI,UTA,0,6,-0.5,1.2,1.3,Restricted Area,0,3,4.3,0,0.9,0.5759,1
22600074,3,1,51,16.2,31,Cade Cunningham,SF,LAL,CHI,0,-13,-19.3,21.2,28.7,Above The Break 3,1,0,7.1,0,3.5,0.411,0
22600275,2,11,54,1.6,8,Devin Booker,PF,IND,DET,0,1,-7.5,1.8,7.7,In The Paint (Non-RA),0,2,4.1,0,4.0,0.3553,1
22600095,3,6,4,21.6,40,Jaylen Brown,PF,CHI,BOS,0,8,-1.7,0.9,1.9,Restricted Area,0,0,0.8,1,4.2,0.5954,1
22600119,3,5,28,18.5,54,Chet Holmgren,SF,LAL,HOU,1,0,0.8,0.9,1.2,Restricted Area,0,2,3.6,0,6.1,0.6494,0
22600318,3,1,33,21.6,27,Rudy Gobert,SF,BKN,UTA,1,5,17.2,23.9,29.5,Above The Break 3,1,0,1.3,1,7.1,0.3899,0
22600380,4,4,37,15.3,20,Tyrese Haliburton,SF,OKC,CHI,1,10,5.9,33.3,33.9,Deep 3 / Heave,1,3,2.3,0,3.3,0.1474,0
22600269,2,1,1,8.4,43,Kyrie Irving,PF,POR,MIL,1,-2,-1.1,5.5,5.6,In The Paint (Non-RA),0,1,1.2,1,5.5,0.4266,1
22600367,1,9,46,12.6,1,James Harden,PG,TOR,LAL,0,10,-17.4,8.0,19.2,Long Mid-Range,0,2,1.8,0,1.7,0.3396,1
